ID,Invoice_Number,Date,Product_Name,Price,Quantity_Soldd,Cost_per_Unit,Purchase_Type,Payment_Method,StoreID
10438,33535,21/12/2023,Sides & Other,4.99,22.04,2.25,Online,Credit Card,88781
10439,37186,21/12/2023,Burgers,12.99,1.69,4.32,Online,Gift Card,88781
10440,37187,21/12/2023,Chicken Sandwiches,9.95,1.11,2.85,Online,Gift Card,88781
10441,37188,21/12/2023,Fries,3.49,6.88,0.88,Online,Gift Card,88781
10442,37189,21/12/2023,Beverages,2.95,4.07,0.47,Online,Gift Card,88781
10443,37190,21/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88781
10444,40841,21/12/2023,Burgers,12.99,1282.68,4.32,In-store,Credit Card,88782
10445,40842,21/12/2023,Chicken Sandwiches,9.95,131.86,2.85,In-store,Credit Card,88782
10446,40843,21/12/2023,Fries,3.49,1272.21,0.88,In-store,Credit Card,88782
10447,40844,21/12/2023,Beverages,2.95,60,0.47,In-store,Credit Card,88782
10448,40845,21/12/2023,Sides & Other,4.99,32.06,2.25,In-store,Credit Card,88782
10449,44496,21/12/2023,Burgers,12.99,18.09,4.32,In-store,Cash,88782
10450,44497,21/12/2023,Chicken Sandwiches,9.95,2.61,2.85,In-store,Cash,88782
10451,44498,21/12/2023,Fries,3.49,94.56,0.88,In-store,Cash,88782
10452,44499,21/12/2023,Beverages,2.95,19.32,0.47,In-store,Cash,88782
10453,44500,21/12/2023,Sides & Other,4.99,16.03,2.25,In-store,Cash,88782
10454,48151,21/12/2023,Burgers,12.99,4.16,4.32,In-store,Gift card,88782
10455,48152,21/12/2023,Chicken Sandwiches,9.95,1.61,2.85,In-store,Gift card,88782
10456,48153,21/12/2023,Fries,3.49,8.02,0.88,In-store,Gift card,88782
10457,48154,21/12/2023,Beverages,2.95,10.51,0.47,In-store,Gift card,88782
10458,48155,21/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88782
10459,51806,21/12/2023,Burgers,12.99,210.39,4.32,Drive-thru,Credit Card,88782
10460,51807,21/12/2023,Chicken Sandwiches,9.95,66.33,2.85,Drive-thru,Credit Card,88782
10461,51808,21/12/2023,Fries,3.49,148.14,0.88,Drive-thru,Credit Card,88782
10462,51809,21/12/2023,Beverages,2.95,702.37,0.47,Drive-thru,Credit Card,88782
10463,51810,21/12/2023,Sides & Other,4.99,85.77,2.25,Drive-thru,Credit Card,88782
10464,55461,21/12/2023,Burgers,12.99,27.48,4.32,Drive-thru,Cash,88782
10465,55462,21/12/2023,Chicken Sandwiches,9.95,9.15,2.85,Drive-thru,Cash,88782
10466,55463,21/12/2023,Fries,3.49,461.03,0.88,Drive-thru,Cash,88782
10467,55464,21/12/2023,Beverages,2.95,23.05,0.47,Drive-thru,Cash,88782
10468,55465,21/12/2023,Sides & Other,4.99,113.63,2.25,Drive-thru,Cash,88782
10469,59116,21/12/2023,Burgers,12.99,9.24,4.32,Drive-thru,Gift card,88782
10470,59117,21/12/2023,Chicken Sandwiches,9.95,1.11,2.85,Drive-thru,Gift card,88782
10471,59118,21/12/2023,Fries,3.49,36.39,0.88,Drive-thru,Gift card,88782
10472,59119,21/12/2023,Beverages,2.95,8.81,0.47,Drive-thru,Gift card,88782
10473,59120,21/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88782
10474,62771,21/12/2023,Burgers,12.99,17.24,4.32,Online,Credit Card,88782
10475,62772,21/12/2023,Chicken Sandwiches,9.95,6.63,2.85,Online,Credit Card,88782
10476,62773,21/12/2023,Fries,3.49,73.35,0.88,Online,Credit Card,88782
10477,62774,21/12/2023,Beverages,2.95,28.81,0.47,Online,Credit Card,88782
10478,62775,21/12/2023,Sides & Other,4.99,8.62,2.25,Online,Credit Card,88782
10479,66426,21/12/2023,Burgers,12.99,0.77,4.32,Online,Gift Card,88782
10480,66427,21/12/2023,Chicken Sandwiches,9.95,1.01,2.85,Online,Gift Card,88782
10481,66428,21/12/2023,Fries,3.49,19.48,0.88,Online,Gift Card,88782
10482,66429,21/12/2023,Beverages,2.95,6.78,0.47,Online,Gift Card,88782
10483,66430,21/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88782
10484,70081,21/12/2023,Burgers,12.99,479.83,4.32,In-store,Credit Card,88783
10485,70082,21/12/2023,Chicken Sandwiches,9.95,44.92,2.85,In-store,Credit Card,88783
10486,70083,21/12/2023,Fries,3.49,756.16,0.88,In-store,Credit Card,88783
10487,70084,21/12/2023,Beverages,2.95,241.69,0.47,In-store,Credit Card,88783
10488,70085,21/12/2023,Sides & Other,4.99,53.91,2.25,In-store,Credit Card,88783
10489,73736,21/12/2023,Burgers,12.99,92.07,4.32,In-store,Cash,88783
10490,73737,21/12/2023,Chicken Sandwiches,9.95,9.35,2.85,In-store,Cash,88783
10491,73738,21/12/2023,Fries,3.49,18.91,0.88,In-store,Cash,88783
10492,73739,21/12/2023,Beverages,2.95,19.66,0.47,In-store,Cash,88783
10493,73740,21/12/2023,Sides & Other,4.99,31.46,2.25,In-store,Cash,88783
10494,77391,21/12/2023,Burgers,12.99,15.4,4.32,In-store,Gift card,88783
10495,77392,21/12/2023,Chicken Sandwiches,9.95,1.51,2.85,In-store,Gift card,88783
10496,77393,21/12/2023,Fries,3.49,17.77,0.88,In-store,Gift card,88783
10497,77394,21/12/2023,Beverages,2.95,14.92,0.47,In-store,Gift card,88783
10498,77395,21/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88783
10499,81046,21/12/2023,Burgers,12.99,553.27,4.32,Drive-thru,Credit Card,88783
10500,81047,21/12/2023,Chicken Sandwiches,9.95,74.07,2.85,Drive-thru,Credit Card,88783
10501,81048,21/12/2023,Fries,3.49,1180.8,0.88,Drive-thru,Credit Card,88783
10502,81049,21/12/2023,Beverages,2.95,40,0.47,Drive-thru,Credit Card,88783
10503,81050,21/12/2023,Sides & Other,4.99,40.08,2.25,Drive-thru,Credit Card,88783
10504,84701,21/12/2023,Burgers,12.99,17.17,4.32,Drive-thru,Cash,88783
10505,84702,21/12/2023,Chicken Sandwiches,9.95,26.23,2.85,Drive-thru,Cash,88783
10506,84703,21/12/2023,Fries,3.49,105.16,0.88,Drive-thru,Cash,88783
10507,84704,21/12/2023,Beverages,2.95,25.42,0.47,Drive-thru,Cash,88783
10508,84705,21/12/2023,Sides & Other,4.99,27.05,2.25,Drive-thru,Cash,88783
10509,88356,21/12/2023,Burgers,12.99,5.77,4.32,Drive-thru,Gift card,88783
10510,88357,21/12/2023,Chicken Sandwiches,9.95,1.91,2.85,Drive-thru,Gift card,88783
10511,88358,21/12/2023,Fries,3.49,9.46,0.88,Drive-thru,Gift card,88783
10512,88359,21/12/2023,Beverages,2.95,3.73,0.47,Drive-thru,Gift card,88783
10513,88360,21/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88783
10514,92011,21/12/2023,Burgers,12.99,6.24,4.32,Online,Credit Card,88783
10515,92012,21/12/2023,Chicken Sandwiches,9.95,8.34,2.85,Online,Credit Card,88783
10516,92013,21/12/2023,Fries,3.49,112.61,0.88,Online,Credit Card,88783
10517,92014,21/12/2023,Beverages,2.95,24.41,0.47,Online,Credit Card,88783
10518,92015,21/12/2023,Sides & Other,4.99,2.2,2.25,Online,Credit Card,88783
10519,95666,21/12/2023,Burgers,12.99,1.54,4.32,Online,Gift Card,88783
10520,95667,21/12/2023,Chicken Sandwiches,9.95,2.61,2.85,Online,Gift Card,88783
10521,95668,21/12/2023,Fries,3.49,6.02,0.88,Online,Gift Card,88783
10522,95669,21/12/2023,Beverages,2.95,4.07,0.47,Online,Gift Card,88783
10523,95670,21/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88783
10524,99321,21/12/2023,Burgers,12.99,623.86,4.32,In-store,Credit Card,88784
10525,99322,21/12/2023,Chicken Sandwiches,9.95,113.57,2.85,In-store,Credit Card,88784
10526,99323,21/12/2023,Fries,3.49,549,0.88,In-store,Credit Card,88784
10527,99324,21/12/2023,Beverages,2.95,891.53,0.47,In-store,Credit Card,88784
10528,99325,21/12/2023,Sides & Other,4.99,107.82,2.25,In-store,Credit Card,88784
10529,102976,21/12/2023,Burgers,12.99,22.02,4.32,In-store,Cash,88784
10530,102977,21/12/2023,Chicken Sandwiches,9.95,7.44,2.85,In-store,Cash,88784
10531,102978,21/12/2023,Fries,3.49,49.28,0.88,In-store,Cash,88784
10532,102979,21/12/2023,Beverages,2.95,104.41,0.47,In-store,Cash,88784
10533,102980,21/12/2023,Sides & Other,4.99,4.01,2.25,In-store,Cash,88784
10534,106631,21/12/2023,Burgers,12.99,6.16,4.32,In-store,Gift card,88784
10535,106632,21/12/2023,Chicken Sandwiches,9.95,2.01,2.85,In-store,Gift card,88784
10536,106633,21/12/2023,Fries,3.49,24.07,0.88,In-store,Gift card,88784
10537,106634,21/12/2023,Beverages,2.95,21.69,0.47,In-store,Gift card,88784
10538,106635,21/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88784
10539,110286,21/12/2023,Burgers,12.99,218.71,4.32,Drive-thru,Credit Card,88784
10540,110287,21/12/2023,Chicken Sandwiches,9.95,28.44,2.85,Drive-thru,Credit Card,88784
10541,110288,21/12/2023,Fries,3.49,576.79,0.88,Drive-thru,Credit Card,88784
10542,110289,21/12/2023,Beverages,2.95,419.32,0.47,Drive-thru,Credit Card,88784
10543,110290,21/12/2023,Sides & Other,4.99,20.44,2.25,Drive-thru,Credit Card,88784
10544,113941,21/12/2023,Burgers,12.99,16.24,4.32,Drive-thru,Cash,88784
10545,113942,21/12/2023,Chicken Sandwiches,9.95,13.87,2.85,Drive-thru,Cash,88784
10546,113943,21/12/2023,Fries,3.49,100.86,0.88,Drive-thru,Cash,88784
10547,113944,21/12/2023,Beverages,2.95,47.8,0.47,Drive-thru,Cash,88784
10548,113945,21/12/2023,Sides & Other,4.99,62.93,2.25,Drive-thru,Cash,88784
10549,117596,21/12/2023,Burgers,12.99,2.16,4.32,Drive-thru,Gift card,88784
10550,117597,21/12/2023,Chicken Sandwiches,9.95,5.63,2.85,Drive-thru,Gift card,88784
10551,117598,21/12/2023,Fries,3.49,8.88,0.88,Drive-thru,Gift card,88784
10552,117599,21/12/2023,Beverages,2.95,3.39,0.47,Drive-thru,Gift card,88784
10553,117600,21/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88784
10554,121251,21/12/2023,Burgers,12.99,12.78,4.32,Online,Credit Card,88784
10555,121252,21/12/2023,Chicken Sandwiches,9.95,18.79,2.85,Online,Credit Card,88784
10556,121253,21/12/2023,Fries,3.49,69.34,0.88,Online,Credit Card,88784
10557,121254,21/12/2023,Beverages,2.95,8.14,0.47,Online,Credit Card,88784
10558,121255,21/12/2023,Sides & Other,4.99,8.82,2.25,Online,Credit Card,88784
10559,124906,21/12/2023,Burgers,12.99,1.62,4.32,Online,Gift Card,88784
10560,124907,21/12/2023,Chicken Sandwiches,9.95,2.71,2.85,Online,Gift Card,88784
10561,124908,21/12/2023,Fries,3.49,4.01,0.88,Online,Gift Card,88784
10562,124909,21/12/2023,Beverages,2.95,6.44,0.47,Online,Gift Card,88784
10563,124910,21/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88784
10564,128561,21/12/2023,Burgers,12.99,64.05,4.32,In-store,Credit Card,88785
10565,128562,21/12/2023,Chicken Sandwiches,9.95,71.16,2.85,In-store,Credit Card,88785
10566,128563,21/12/2023,Fries,3.49,330.66,0.88,In-store,Credit Card,88785
10567,128564,21/12/2023,Beverages,2.95,571.86,0.47,In-store,Credit Card,88785
10568,128565,21/12/2023,Sides & Other,4.99,40.88,2.25,In-store,Credit Card,88785
10569,132216,21/12/2023,Burgers,12.99,20.32,4.32,In-store,Cash,88785
10570,132217,21/12/2023,Chicken Sandwiches,9.95,26.73,2.85,In-store,Cash,88785
10571,132218,21/12/2023,Fries,3.49,20.63,0.88,In-store,Cash,88785
10572,132219,21/12/2023,Beverages,2.95,4.41,0.47,In-store,Cash,88785
10573,132220,21/12/2023,Sides & Other,4.99,28.26,2.25,In-store,Cash,88785
10574,135871,21/12/2023,Burgers,12.99,4.16,4.32,In-store,Gift card,88785
10575,135872,21/12/2023,Chicken Sandwiches,9.95,4.72,2.85,In-store,Gift card,88785
10576,135873,21/12/2023,Fries,3.49,25.79,0.88,In-store,Gift card,88785
10577,135874,21/12/2023,Beverages,2.95,5.08,0.47,In-store,Gift card,88785
10578,135875,21/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88785
10579,139526,21/12/2023,Burgers,12.99,282.68,4.32,Drive-thru,Credit Card,88785
10580,139527,21/12/2023,Chicken Sandwiches,9.95,160.4,2.85,Drive-thru,Credit Card,88785
10581,139528,21/12/2023,Fries,3.49,96.85,0.88,Drive-thru,Credit Card,88785
10582,139529,21/12/2023,Beverages,2.95,950.17,0.47,Drive-thru,Credit Card,88785
10583,139530,21/12/2023,Sides & Other,4.99,134.07,2.25,Drive-thru,Credit Card,88785
10584,143181,21/12/2023,Burgers,12.99,21.63,4.32,Drive-thru,Cash,88785
10585,143182,21/12/2023,Chicken Sandwiches,9.95,11.56,2.85,Drive-thru,Cash,88785
10586,143183,21/12/2023,Fries,3.49,28.08,0.88,Drive-thru,Cash,88785
10587,143184,21/12/2023,Beverages,2.95,152.2,0.47,Drive-thru,Cash,88785
10588,143185,21/12/2023,Sides & Other,4.99,11.62,2.25,Drive-thru,Cash,88785
10589,146836,21/12/2023,Burgers,12.99,8.78,4.32,Drive-thru,Gift card,88785
10590,146837,21/12/2023,Chicken Sandwiches,9.95,3.82,2.85,Drive-thru,Gift card,88785
10591,146838,21/12/2023,Fries,3.49,10.6,0.88,Drive-thru,Gift card,88785
10592,146839,21/12/2023,Beverages,2.95,3.39,0.47,Drive-thru,Gift card,88785
10593,146840,21/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88785
10594,150491,21/12/2023,Burgers,12.99,10.32,4.32,Online,Credit Card,88785
10595,150492,21/12/2023,Chicken Sandwiches,9.95,5.83,2.85,Online,Credit Card,88785
10596,150493,21/12/2023,Fries,3.49,52.15,0.88,Online,Credit Card,88785
10597,150494,21/12/2023,Beverages,2.95,36.61,0.47,Online,Credit Card,88785
10598,150495,21/12/2023,Sides & Other,4.99,4.01,2.25,Online,Credit Card,88785
10599,154146,21/12/2023,Burgers,12.99,2,4.32,Online,Gift Card,88785
10600,154147,21/12/2023,Chicken Sandwiches,9.95,1.91,2.85,Online,Gift Card,88785
10601,154148,21/12/2023,Fries,3.49,3.44,0.88,Online,Gift Card,88785
10602,154149,21/12/2023,Beverages,2.95,6.78,0.47,Online,Gift Card,88785
10603,154150,21/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88785
10604,157801,21/12/2023,Burgers,12.99,37.57,4.32,In-store,Credit Card,88786
10605,157802,21/12/2023,Chicken Sandwiches,9.95,114.07,2.85,In-store,Credit Card,88786
10606,157803,21/12/2023,Fries,3.49,476.79,0.88,In-store,Credit Card,88786
10607,157804,21/12/2023,Beverages,2.95,38.31,0.47,In-store,Credit Card,88786
10608,157805,21/12/2023,Sides & Other,4.99,31.66,2.25,In-store,Credit Card,88786
10609,161456,21/12/2023,Burgers,12.99,49.81,4.32,In-store,Cash,88786
10610,161457,21/12/2023,Chicken Sandwiches,9.95,395.58,2.85,In-store,Cash,88786
10611,161458,21/12/2023,Fries,3.49,51,0.88,In-store,Cash,88786
10612,161459,21/12/2023,Beverages,2.95,26.44,0.47,In-store,Cash,88786
10613,161460,21/12/2023,Sides & Other,4.99,15.83,2.25,In-store,Cash,88786
10614,165111,21/12/2023,Burgers,12.99,0.85,4.32,In-store,Gift card,88786
10615,165112,21/12/2023,Chicken Sandwiches,9.95,2.01,2.85,In-store,Gift card,88786
10616,165113,21/12/2023,Fries,3.49,17.19,0.88,In-store,Gift card,88786
10617,165114,21/12/2023,Beverages,2.95,22.71,0.47,In-store,Gift card,88786
10618,165115,21/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88786
10619,168766,21/12/2023,Burgers,12.99,41.57,4.32,Drive-thru,Credit Card,88786
10620,168767,21/12/2023,Chicken Sandwiches,9.95,29.75,2.85,Drive-thru,Credit Card,88786
10621,168768,21/12/2023,Fries,3.49,91.12,0.88,Drive-thru,Credit Card,88786
10622,168769,21/12/2023,Beverages,2.95,162.03,0.47,Drive-thru,Credit Card,88786
10623,168770,21/12/2023,Sides & Other,4.99,33.67,2.25,Drive-thru,Credit Card,88786
10624,172421,21/12/2023,Burgers,12.99,106.08,4.32,Drive-thru,Cash,88786
10625,172422,21/12/2023,Chicken Sandwiches,9.95,7.24,2.85,Drive-thru,Cash,88786
10626,172423,21/12/2023,Fries,3.49,30.37,0.88,Drive-thru,Cash,88786
10627,172424,21/12/2023,Beverages,2.95,302.03,0.47,Drive-thru,Cash,88786
10628,172425,21/12/2023,Sides & Other,4.99,13.83,2.25,Drive-thru,Cash,88786
10629,176076,21/12/2023,Burgers,12.99,3.16,4.32,Drive-thru,Gift card,88786
10630,176077,21/12/2023,Chicken Sandwiches,9.95,3.22,2.85,Drive-thru,Gift card,88786
10631,176078,21/12/2023,Fries,3.49,10.89,0.88,Drive-thru,Gift card,88786
10632,176079,21/12/2023,Beverages,2.95,4.75,0.47,Drive-thru,Gift card,88786
10633,176080,21/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88786
10634,179731,21/12/2023,Burgers,12.99,21.02,4.32,Online,Credit Card,88786
10635,179732,21/12/2023,Chicken Sandwiches,9.95,19.1,2.85,Online,Credit Card,88786
10636,179733,21/12/2023,Fries,3.49,67.91,0.88,Online,Credit Card,88786
10637,179734,21/12/2023,Beverages,2.95,133.9,0.47,Online,Credit Card,88786
10638,179735,21/12/2023,Sides & Other,4.99,18.24,2.25,Online,Credit Card,88786
10639,183386,21/12/2023,Burgers,12.99,3.16,4.32,Online,Gift Card,88786
10640,183387,21/12/2023,Chicken Sandwiches,9.95,1.31,2.85,Online,Gift Card,88786
10641,183388,21/12/2023,Fries,3.49,3.44,0.88,Online,Gift Card,88786
10642,183389,21/12/2023,Beverages,2.95,4.07,0.47,Online,Gift Card,88786
10643,183390,21/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88786
10644,187041,21/12/2023,Burgers,12.99,506.47,4.32,In-store,Credit Card,88787
10645,187042,21/12/2023,Chicken Sandwiches,9.95,233.97,2.85,In-store,Credit Card,88787
10646,187043,21/12/2023,Fries,3.49,187.11,0.88,In-store,Credit Card,88787
10647,187044,21/12/2023,Beverages,2.95,102.71,0.47,In-store,Credit Card,88787
10648,187045,21/12/2023,Sides & Other,4.99,59.72,2.25,In-store,Credit Card,88787
10649,190696,21/12/2023,Burgers,12.99,10.85,4.32,In-store,Cash,88787
10650,190697,21/12/2023,Chicken Sandwiches,9.95,34.77,2.85,In-store,Cash,88787
10651,190698,21/12/2023,Fries,3.49,137.82,0.88,In-store,Cash,88787
10652,190699,21/12/2023,Beverages,2.95,70.51,0.47,In-store,Cash,88787
10653,190700,21/12/2023,Sides & Other,4.99,11.42,2.25,In-store,Cash,88787
10654,194351,21/12/2023,Burgers,12.99,3.85,4.32,In-store,Gift card,88787
10655,194352,21/12/2023,Chicken Sandwiches,9.95,3.42,2.85,In-store,Gift card,88787
10656,194353,21/12/2023,Fries,3.49,6.59,0.88,In-store,Gift card,88787
10657,194354,21/12/2023,Beverages,2.95,4.07,0.47,In-store,Gift card,88787
10658,194355,21/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88787
10659,198006,21/12/2023,Burgers,12.99,292.38,4.32,Drive-thru,Credit Card,88787
10660,198007,21/12/2023,Chicken Sandwiches,9.95,153.27,2.85,Drive-thru,Credit Card,88787
10661,198008,21/12/2023,Fries,3.49,196.56,0.88,Drive-thru,Credit Card,88787
10662,198009,21/12/2023,Beverages,2.95,121.69,0.47,Drive-thru,Credit Card,88787
10663,198010,21/12/2023,Sides & Other,4.99,50.1,2.25,Drive-thru,Credit Card,88787
10664,201661,21/12/2023,Burgers,12.99,62.82,4.32,Drive-thru,Cash,88787
10665,201662,21/12/2023,Chicken Sandwiches,9.95,10.45,2.85,Drive-thru,Cash,88787
10666,201663,21/12/2023,Fries,3.49,90.54,0.88,Drive-thru,Cash,88787
10667,201664,21/12/2023,Beverages,2.95,20.34,0.47,Drive-thru,Cash,88787
10668,201665,21/12/2023,Sides & Other,4.99,14.63,2.25,Drive-thru,Cash,88787
10669,205316,21/12/2023,Burgers,12.99,8.62,4.32,Drive-thru,Gift card,88787
10670,205317,21/12/2023,Chicken Sandwiches,9.95,6.13,2.85,Drive-thru,Gift card,88787
10671,205318,21/12/2023,Fries,3.49,9.17,0.88,Drive-thru,Gift card,88787
10672,205319,21/12/2023,Beverages,2.95,33.9,0.47,Drive-thru,Gift card,88787
10673,205320,21/12/2023,Sides & Other,4.99,1.6,2.25,Drive-thru,Gift card,88787
10674,208971,21/12/2023,Burgers,12.99,4.54,4.32,Online,Credit Card,88787
10675,208972,21/12/2023,Chicken Sandwiches,9.95,14.17,2.85,Online,Credit Card,88787
10676,208973,21/12/2023,Fries,3.49,45.27,0.88,Online,Credit Card,88787
10677,208974,21/12/2023,Beverages,2.95,22.71,0.47,Online,Credit Card,88787
10678,208975,21/12/2023,Sides & Other,4.99,3.61,2.25,Online,Credit Card,88787
10679,212626,21/12/2023,Burgers,12.99,2.69,4.32,Online,Gift Card,88787
10680,212627,21/12/2023,Chicken Sandwiches,9.95,3.62,2.85,Online,Gift Card,88787
10681,212628,21/12/2023,Fries,3.49,4.3,0.88,Online,Gift Card,88787
10682,212629,21/12/2023,Beverages,2.95,3.39,0.47,Online,Gift Card,88787
10683,212630,21/12/2023,Sides & Other,4.99,1,2.25,Online,Gift Card,88787
10684,216281,21/12/2023,Burgers,12.99,242.26,4.32,In-store,Credit Card,88788
10685,216282,21/12/2023,Chicken Sandwiches,9.95,24.72,2.85,In-store,Credit Card,88788
10686,216283,21/12/2023,Fries,3.49,357.88,0.88,In-store,Credit Card,88788
10687,216284,21/12/2023,Beverages,2.95,182.71,0.47,In-store,Credit Card,88788
10688,216285,21/12/2023,Sides & Other,4.99,26.65,2.25,In-store,Credit Card,88788
10689,219936,21/12/2023,Burgers,12.99,33.18,4.32,In-store,Cash,88788
10690,219937,21/12/2023,Chicken Sandwiches,9.95,15.28,2.85,In-store,Cash,88788
10691,219938,21/12/2023,Fries,3.49,55.3,0.88,In-store,Cash,88788
10692,219939,21/12/2023,Beverages,2.95,70.85,0.47,In-store,Cash,88788
10693,219940,21/12/2023,Sides & Other,4.99,51.9,2.25,In-store,Cash,88788
10694,223591,21/12/2023,Burgers,12.99,4.85,4.32,In-store,Gift card,88788
10695,223592,21/12/2023,Chicken Sandwiches,9.95,1.71,2.85,In-store,Gift card,88788
10696,223593,21/12/2023,Fries,3.49,7.45,0.88,In-store,Gift card,88788
10697,223594,21/12/2023,Beverages,2.95,5.76,0.47,In-store,Gift card,88788
10698,223595,21/12/2023,Sides & Other,4.99,1.8,2.25,In-store,Gift card,88788
10699,227246,21/12/2023,Burgers,12.99,153.73,4.32,Drive-thru,Credit Card,88788
10700,227247,21/12/2023,Chicken Sandwiches,9.95,191.66,2.85,Drive-thru,Credit Card,88788
10701,227248,21/12/2023,Fries,3.49,1369.63,0.88,Drive-thru,Credit Card,88788
10702,227249,21/12/2023,Beverages,2.95,332.88,0.47,Drive-thru,Credit Card,88788
10703,227250,21/12/2023,Sides & Other,4.99,28.06,2.25,Drive-thru,Credit Card,88788
10704,230901,21/12/2023,Burgers,12.99,20.4,4.32,Drive-thru,Cash,88788
10705,230902,21/12/2023,Chicken Sandwiches,9.95,15.08,2.85,Drive-thru,Cash,88788
10706,230903,21/12/2023,Fries,3.49,119.77,0.88,Drive-thru,Cash,88788
10707,230904,21/12/2023,Beverages,2.95,202.37,0.47,Drive-thru,Cash,88788
10708,230905,21/12/2023,Sides & Other,4.99,2.2,2.25,Drive-thru,Cash,88788
10709,234556,21/12/2023,Burgers,12.99,0.85,4.32,Drive-thru,Gift card,88788
10710,234557,21/12/2023,Chicken Sandwiches,9.95,1.01,2.85,Drive-thru,Gift card,88788
10711,234558,21/12/2023,Fries,3.49,6.3,0.88,Drive-thru,Gift card,88788
